"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
"2017-05-31",95403,"CA","Santa Rosa","Sonoma","Santa Rosa",1096,2500,0.00120144173007609,-0.00199600798403194,0.0262725779967159,11301
"2017-05-31",29615,"SC","Greenville","Greenville","Greenville",1097,1551,-0.00128783000643915,-0.0032133676092545,0.00388349514563107,10728
"2017-05-31",2860,"RI","Providence","Providence","Pawtucket",1098,1319,0.000758725341426404,0,0.0193199381761978,8864
"2017-05-31",99205,"WA","Spokane","Spokane","Spokane",1099,1037,0.0107212475633528,0.0401203610832497,0.0858638743455497,17239
"2017-05-31",10022,"NY","New York","New York","New York",1100,3817,0.00818806127839408,0.00765575501583949,-0.0726433430515063,18604
"2017-05-31",85029,"AZ","Phoenix","Maricopa","Phoenix",1101,1186,0.00338409475465313,0.010221465076661,0.0331010452961672,12531
"2017-05-31",76542,"TX","Killeen","Bell","Killeen",1102,1043,-0.00286806883365201,-0.00666666666666667,-0.0178907721280603,14845
"2017-05-31",7712,"NJ","New York","Monmouth","Asbury Park",1103,2186,0.00505747126436782,0.00644567219152855,0.0176908752327747,12199
"2017-05-31",37087,"TN","Nashville","Wilson","Lebanon",1104,1448,-0.00275482093663912,-0.0102529049897471,-0.0209601081812035,13997
"2017-05-31",43016,"OH","Columbus","Franklin","Dublin",1105,1842,0.00163132137030995,0.00765864332603939,0.0284757118927973,12908
"2017-05-31",92223,"CA","Riverside","Riverside","Beaumont",1106,1765,0.00627137970353478,0.0114613180515759,0.016705069124424,15088
"2017-05-31",33178,"FL","Miami-Fort Lauderdale","Miami-Dade","Doral",1107,2202,-0.00136054421768707,-0.009000900090009,-0.0471657291215924,19913
"2017-05-31",92692,"CA","Los Angeles-Long Beach-Anaheim","Orange","Mission Viejo",1108,3084,0.00194931773879142,0.0012987012987013,0.0245847176079734,16481
"2017-05-31",23602,"VA","Virginia Beach","Newport News City","Newport News",1109,1275,0.000784929356357928,-0.00623538581449727,-0.0214888718342287,12748
"2017-05-31",77386,"TX","Houston","Harris","Spring",1110,1644,-0.0072463768115942,-0.0161579892280072,-0.0408401400233372,16122
"2017-05-31",33180,"FL","Miami-Fort Lauderdale","Miami-Dade","Aventura",1111,2222,0.0018034265103697,-0.0124444444444444,-0.0919493257049448,31915
"2017-05-31",98023,"WA","Seattle","King","Federal Way",1112,1952,0.00205338809034908,0.00411522633744856,0.0405117270788913,14230
"2017-05-31",29073,"SC","Columbia","Lexington","Lexington",1113,1139,0,0.000878734622144112,-0.0121422376409367,13912
"2017-05-31",54220,"WI","Manitowoc","Manitowoc","Manitowoc",1114,949,-0.00419727177334732,0.0348964013086151,-0.00628272251308901,15037
"2017-05-31",33919,"FL","Fort Myers","Lee","Fort Myers",1115,1539,0,0.00391389432485323,0.0455163043478261,18886
"2017-05-31",28262,"NC","Charlotte","Mecklenburg","Charlotte",1116,1280,0.00392156862745098,0.0086682427107959,0.0305958132045089,8872
"2017-05-31",95621,"CA","Sacramento","Sacramento","Citrus Heights",1117,1502,0.00401069518716578,0.0114478114478114,0.0629865534324133,12911
"2017-05-31",2703,"MA","Providence","Bristol","Attleboro",1118,1709,0.00293427230046948,0.0282791817087846,-0.0046592894583576,12980
"2017-05-31",49424,"MI","Grand Rapids","Ottawa","Holland",1119,1388,-0.00143884892086331,0.0243542435424354,0.0412603150787697,13617
"2017-05-31",49423,"MI","Grand Rapids","Ottawa","Holland",1120,1187,0.00593220338983051,0.0180102915951973,-0.0190082644628099,17268
"2017-05-31",92114,"CA","San Diego","San Diego","San Diego",1121,2217,0.0058983666061706,0.0137174211248285,0.0418233082706767,15652
"2017-05-31",95678,"CA","Sacramento","Placer","Roseville",1122,1730,0.00231749710312862,0.0116959064327485,0.0322195704057279,13268
"2017-05-31",37343,"TN","Chattanooga","Hamilton","Chattanooga",1123,1306,0.00771604938271605,0.0195160031225605,-0.0835087719298246,15250
"2017-05-31",98391,"WA","Seattle","Pierce","Bonney Lake",1124,1814,0.00946021146355036,0.0254381006218202,0.0497685185185185,16182
"2017-05-31",8081,"NJ","Philadelphia","Camden","Gloucester",1125,1674,0,0.000597728631201434,0.0145454545454545,17113
"2017-05-31",98226,"WA","Bellingham","Whatcom","Bellingham",1126,1618,0.0221099178774479,0.0325462667517549,0.0568256041802743,13678
"2017-05-31",75024,"TX","Dallas-Fort Worth","Collin","Plano",1127,2451,0.00204415372035977,0.00245398773006135,-0.0219473264166002,9017
"2017-05-31",39402,"MS","Hattiesburg","Forrest","Hattiesburg",1128,1235,0.00324939073923639,0.00898692810457516,-0.0206185567010309,15634
"2017-05-31",33126,"FL","Miami-Fort Lauderdale","Miami-Dade","Miami",1129,1601,-0.00124766063630692,-0.00435323383084577,-0.0171884591774095,13634
"2017-05-31",44120,"OH","Cleveland","Cuyahoga","Cleveland",1130,850,-0.00351699882766706,-0.00700934579439252,-0.0218642117376295,11947
"2017-05-31",78201,"TX","San Antonio","Bexar","San Antonio",1131,1125,0.00987432675044883,0.016260162601626,0.0663507109004739,11884
"2017-05-31",32835,"FL","Orlando","Orange","Orlando",1132,1342,0.00149253731343284,0.00224047796863331,0.00826446280991736,15574
"2017-05-31",38115,"TN","Memphis","Shelby","Memphis",1133,944,-0.00211416490486258,-0.00840336134453781,-0.020746887966805,6881
"2017-05-31",45231,"OH","Cincinnati","Hamilton","Finneytown",1134,1003,0.003,-0.0137659783677483,0.0162107396149949,15116
"2017-05-31",60506,"IL","Chicago","Kane","Aurora",1135,1520,0.0046265697290152,-0.00718484650555193,-0.0065359477124183,14597
"2017-05-31",37920,"TN","Knoxville","Knox","Knoxville",1136,1067,0.0171591992373689,0.0553907022749753,0.084349593495935,15050
"2017-05-31",85016,"AZ","Phoenix","Maricopa","Phoenix",1137,1401,0.00358166189111748,0.0108225108225108,0.0218818380743982,14065
"2017-05-31",42240,"KY","Clarksville","Christian","Hopkinsville",1138,849,-0.00468933177022274,-0.00701754385964912,0.00354609929078014,11096
"2017-05-31",75062,"TX","Dallas-Fort Worth","Dallas","Irving",1139,1490,0.00336700336700337,0.0149863760217984,0.0448807854137447,9673
"2017-05-31",24018,"VA","Roanoke","Roanoke City","Roanoke",1140,1340,-0.000745712155108128,0.0268199233716475,0.0213414634146341,15717
"2017-05-31",98118,"WA","Seattle","King","Seattle",1141,2316,0.00783289817232376,0.01623519087319,0.0633608815426997,13016
"2017-05-31",48706,"MI","Bay City","Bay","Bangor Township",1142,910,-0.00109769484083425,0.00998890122086571,0.0581395348837209,15637
"2017-05-31",29526,"SC","Myrtle Beach","Horry","Conway",1143,1251,0.00320769847634322,0.0187296416938111,0.0321782178217822,12803
"2017-05-31",44118,"OH","Cleveland","Cuyahoga","Cleveland Heights",1144,1262,0.00238284352660842,0.0104083266613291,0.0193861066235864,13813
"2017-05-31",92129,"CA","San Diego","San Diego","San Diego",1145,2923,0.00240054869684499,0.00688942473303479,0.0306770098730606,15542
"2017-05-31",92026,"CA","San Diego","San Diego","Escondido",1146,2393,0.00461796809403862,0.0122673434856176,0.0314655172413793,12612
"2017-05-31",91601,"CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",1147,2747,0.000728597449908925,0.001458257382428,0.0280688622754491,6293
"2017-05-31",6460,"CT","New Haven","New Haven","Milford",1148,1800,-0.00110987791342952,-0.00497512437810945,-0.0104452996151732,14944
"2017-05-31",79907,"TX","El Paso","El Paso","El Paso",1149,878,-0.00340522133938706,-0.0123734533183352,-0.0145903479236813,12321
"2017-05-31",60014,"IL","Chicago","McHenry","Crystal Lake",1150,1602,-0.00311138767890479,-0.014760147601476,-0.0285021224984839,17299
"2017-05-31",11432,"NY","New York","Queens","New York",1151,2244,0.00133868808567604,0.00223313979455114,-0.0166520595968449,9101
"2017-05-31",1453,"MA","Worcester","Worcester","Leominster",1152,1610,0.000621504039776259,0.0100376411543287,0.0434219053791316,11816
"2017-05-31",18702,"PA","Scranton","Luzerne","Wilkes-Barre",1153,773,-0.0127713920817369,-0.0301129234629862,-0.0584652862362972,13582
"2017-05-31",29687,"SC","Greenville","Greenville","Taylors",1154,1290,0.00467289719626168,0.0078125,-0.00769230769230769,13395
"2017-05-31",91762,"CA","Riverside","San Bernardino","Ontario",1155,1893,0.0112179487179487,0.0199353448275862,0.0575418994413408,12467
"2017-05-31",33068,"FL","Miami-Fort Lauderdale","Broward","North Lauderdale",1156,1591,-0.000628140703517588,-0.00438047559449312,0.0277777777777778,16123
"2017-05-31",48843,"MI","Detroit","Livingston","Howell",1157,1554,0.00193423597678917,0.00517464424320828,-0.00384615384615385,18271
"2017-05-31",77511,"TX","Houston","Brazoria","Alvin",1158,1513,0.00464807436918991,0.0100133511348465,-0.0188067444876783,11087
"2017-05-31",78640,"TX","Austin","Hays","Kyle",1159,1471,-0.00135777325186694,-0.00540906017579446,-0.00608108108108108,12114
"2017-05-31",76112,"TX","Dallas-Fort Worth","Tarrant","Fort Worth",1160,1290,0.00233100233100233,0.00860046911649726,0.0436893203883495,11228
"2017-05-31",78155,"TX","San Antonio","Guadalupe","Seguin",1161,1358,-0.00220426157237326,-0.00658376005852231,-0.00512820512820513,13542
"2017-05-31",93906,"CA","Salinas","Monterey","Salinas",1162,2069,0,0.00632295719844358,0.0621149897330595,12011
"2017-05-31",91770,"CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Rosemead",1163,2406,0.00291788245102126,0.0100755667506297,0.0348387096774194,11888
"2017-05-31",96816,"HI","Urban Honolulu","Honolulu","Honolulu",1164,2621,-0.00342205323193916,-0.0223797090637822,-0.0767876012680521,14482
"2017-05-31",8724,"NJ","New York","Ocean","Brick",1165,1809,0.00110680686220255,0.00332778702163062,0.0243488108720272,17281
"2017-05-31",29910,"SC","Hilton Head Island","Beaufort","Bluffton",1166,1715,0.00351082504388531,0.00941730429664508,0.03437876960193,14639
"2017-05-31",21401,"MD","Baltimore","Anne Arundel","Annapolis",1167,2158,-0.00461254612546125,-0.0114521300961979,0.012670107930549,16436
"2017-05-31",7104,"NJ","New York","Essex","Newark",1168,1505,-0.0019893899204244,-0.00986842105263158,-0.00397088021178028,6395
"2017-05-31",78213,"TX","San Antonio","Bexar","San Antonio",1169,1193,0,0.0050547598989048,0.0144557823129252,10717
"2017-05-31",44240,"OH","Akron","Portage","Kent",1170,1177,0.00856898029134533,0.0360915492957746,0.0270506108202443,10735
"2017-05-31",32746,"FL","Orlando","Seminole","Lake Mary",1171,1614,-0.0110294117647059,-0.0235934664246824,-0.0061576354679803,14677
"2017-05-31",98501,"WA","Olympia","Thurston","Olympia",1172,1572,0.00383141762452107,0.00963391136801541,0.0301441677588467,14527
"2017-05-31",40517,"KY","Lexington","Fayette","Lexington",1173,996,-0.00100300902708124,0.00302114803625378,0.0225872689938398,10326
"2017-05-31",2124,"MA","Boston","Suffolk","Boston",1174,2409,0.00375,0.0237994050148746,0.0469361147327249,9668
"2017-05-31",75063,"TX","Dallas-Fort Worth","Dallas","Irving",1175,2277,0.00485436893203883,0.00975609756097561,-0.0444817456986991,7121
"2017-05-31",36116,"AL","Montgomery","Montgomery","Montgomery",1176,845,-0.00118203309692671,-0.0035377358490566,-0.0105386416861827,12599
"2017-05-31",75214,"TX","Dallas-Fort Worth","Dallas","Dallas",1177,2853,0.00281195079086116,0.00919702865228157,0.0523791958686831,11808
"2017-05-31",23803,"VA","Richmond","Petersburg City","Petersburg",1178,1029,0,0.0098135426889107,-0.00193986420950533,14629
"2017-05-31",90630,"CA","Los Angeles-Long Beach-Anaheim","Orange","Cypress",1179,2785,0.00432744320230797,0.00832729905865315,0.0376304023845007,13408
"2017-05-31",85206,"AZ","Phoenix","Maricopa","Mesa",1180,1263,0.00317712470214456,0.00477326968973747,0.00397456279809221,12793
"2017-05-31",37620,"TN","Kingsport","Sullivan","Bristol",1181,813,0.0086848635235732,0.0175219023779725,-0.0321428571428571,13903
"2017-05-31",28173,"NC","Charlotte","Union","Waxhaw",1182,2164,-0.00505747126436782,-0.0114207400639561,-0.0109689213893967,16348
"2017-05-31",15068,"PA","Pittsburgh","Westmoreland","New Kensington",1183,841,-0.0140679953106682,-0.0232288037166086,-0.162350597609562,14753
"2017-05-31",77396,"TX","Houston","Harris","Atascocita",1184,1447,-0.00069060773480663,-0.00069060773480663,-0.02031144211239,12154
"2017-05-31",21502,"MD","Cumberland","Allegany","Cumberland",1185,1037,0.00193236714975845,-0.00860420650095602,-0.0371402042711235,19867
"2017-05-31",7052,"NJ","New York","Essex","West Orange",1186,2474,-0.0159108989657916,-0.0248324793062672,-0.0399689561505627,14071
"2017-05-31",60201,"IL","Chicago","Cook","Evanston",1187,2075,0,-0.00192400192400192,0.0181550539744848,13367
"2017-05-31",85706,"AZ","Tucson","Pima","Tucson",1188,940,0,-0.00106269925611052,0.0053475935828877,10567
"2017-05-31",32703,"FL","Orlando","Orange","Apopka",1189,1304,0.00153609831029186,0.0053970701619121,0.0155763239875389,15267
"2017-05-31",92078,"CA","San Diego","San Diego","San Marcos",1190,2610,0.00539291217257319,0.0104529616724739,0.029585798816568,12865
"2017-05-31",98387,"WA","Seattle","Pierce","Spanaway",1191,1556,0.00322372662798195,0.00646830530401035,0.038025350233489,14474
"2017-05-31",91405,"CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",1192,2629,0.00343511450381679,0.00650842266462481,0.0366719242902208,6667
"2017-05-31",90003,"CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",1193,2281,0.0164884135472371,0.0653900046707146,0.145655449522853,10182
"2017-05-31",60126,"IL","Chicago","Du Page","Elmhurst",1194,2250,0.016260162601626,0.0349586016559338,0.0623229461756374,16054
"2017-05-31",63122,"MO","St. Louis","Saint Louis","Kirkwood",1195,1653,-0.00361663652802893,-0.0230496453900709,0.0110091743119266,16828
"2017-05-31",21043,"MD","Baltimore","Howard","Ellicott City",1196,2465,0,0.000405844155844156,0.0305183946488294,14320
"2017-05-31",85365,"AZ","Yuma","Yuma","Yuma",1197,1047,-0.00285714285714286,0.0028735632183908,-0.0103969754253308,10823
"2017-05-31",90047,"CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",1198,2363,0.00767590618336887,0.0247181266261925,0.087436723423838,13070
"2017-05-31",33904,"FL","Fort Myers","Lee","Cape Coral",1199,1581,-0.0044080604534005,-0.000632111251580278,0.0401315789473684,19028
"2017-05-31",75216,"TX","Dallas-Fort Worth","Dallas","Dallas",1200,1018,0.0109235352532274,0.0345528455284553,0.0852878464818763,14809
"2017-05-31",32808,"FL","Orlando","Orange","Pine Hills",1201,1135,0.00442477876106195,0.0170250896057348,0.0548327137546468,13805
"2017-05-31",32708,"FL","Orlando","Seminole","Winter Springs",1202,1535,0,0.0111989459815547,0.0315860215053763,16120
"2017-05-31",76017,"TX","Dallas-Fort Worth","Tarrant","Arlington",1203,1509,0.0013271400132714,0.000663129973474801,0.0328542094455852,14118
"2017-05-31",97007,"OR","Portland","Washington","Beaverton",1204,1925,0.00208224882873503,-0.0046535677352637,0.023936170212766,15078
"2017-05-31",91343,"CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",1205,2734,0.00330275229357798,0.00514705882352941,0.0568225744105141,11689
"2017-05-31",98204,"WA","Seattle","Snohomish","Paine Field-Lake Stickney",1206,1682,0.00537955768081291,0.00960384153661465,0.0618686868686869,8204
"2017-05-31",20902,"MD","Washington","Montgomery","Silver Spring",1207,2162,0.00418021365536461,0.010752688172043,0.00792540792540793,14062
"2017-05-31",90018,"CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",1208,2552,0.0047244094488189,0.0175438596491228,0.0620058260507699,7230
"2017-05-31",70508,"LA","Lafayette","Lafayette","Lafayette",1209,1508,-0.00789473684210526,-0.00984898227183191,-0.010498687664042,12125
"2017-05-31",78028,"TX","Kerrville","Kerr","Kerrville",1210,1405,-0.00142146410803127,0.000712250712250712,0.0021398002853067,11016
"2017-05-31",90016,"CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",1211,2592,0.00309597523219814,0.0125,0.0443190975020145,9425
"2017-05-31",37076,"TN","Nashville","Davidson","Nashville",1212,1471,0.00204359673024523,-0.000679347826086957,0.0265177948360084,11294
"2017-05-31",28117,"NC","Charlotte","Iredell","Mooresville",1213,1991,0.0111731843575419,0.033748701973001,0.0785482123510293,18305
"2017-05-31",29210,"SC","Columbia","Richland","Columbia",1214,1033,-0.0038572806171649,0,0,8953
"2017-05-31",23234,"VA","Richmond","Richmond City","Richmond",1215,1141,-0.0043630017452007,-0.00868809730668984,-0.0305862361937128,14571
"2017-05-31",30518,"GA","Atlanta","Gwinnett","Sugar Hill",1216,1455,0.00137646249139711,0.00275671950379049,0.0111188325225851,15039
"2017-05-31",30076,"GA","Atlanta","Fulton","Roswell",1217,1936,0.00623700623700624,0.0125523012552301,0.0200210748155954,12108
"2017-05-31",94403,"CA","San Francisco","San Mateo","San Mateo",1218,4001,0.00780856423173804,0.0126550240445457,-0.0108776266996292,11513
"2017-05-31",70810,"LA","Baton Rouge","East Baton Rouge","Baton Rouge",1219,1579,-0.00754242614707731,-0.0271102895871842,-0.00629326620516048,14795
"2017-05-31",40509,"KY","Lexington","Fayette","Lexington",1220,1335,-0.0089086859688196,-0.0191036002939015,-0.0248356464572681,13761
"2017-05-31",75068,"TX","Dallas-Fort Worth","Denton","Little Elm",1221,1675,0.00119545726240287,0.00119545726240287,-0.00416171224732461,15616
"2017-05-31",46220,"IN","Indianapolis","Marion","Indianapolis",1222,1318,0.00687547746371276,0.0217054263565891,-0.00151515151515152,13660
"2017-05-31",91942,"CA","San Diego","San Diego","La Mesa",1223,2303,0.00479930191972077,0.0118629173989455,0.0420814479638009,10355
"2017-05-31",90247,"CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Gardena",1224,2395,0.00167294019238812,0.0071488645920942,0.059265811587793,8459
"2017-05-31",91702,"CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Azusa",1225,2241,0.00628648405927256,0.0228206298493838,0.0696897374701671,12583
"2017-05-31",63026,"MO","St. Louis","Saint Louis","Fenton",1226,1398,-0.00498220640569395,-0.00498220640569395,0.0130434782608696,14695
"2017-05-31",60440,"IL","Chicago","Will","Bolingbrook",1227,1598,-0.000625390869293308,-0.00125,-0.00311915159076731,15655
"2017-05-31",28306,"NC","Fayetteville","Cumberland","Fayetteville",1228,984,-0.00303951367781155,-0.00404858299595142,-0.0324483775811209,7352
"2017-05-31",93446,"CA","San Luis Obispo","San Luis Obispo","Paso Robles",1229,2186,0.00137425561154375,0.0153274500696702,0.038479809976247,13928
"2017-05-31",53202,"WI","Milwaukee","Milwaukee","Milwaukee",1230,1452,-0.00343170899107756,-0.011572498298162,-0.0614091790562379,6514
"2017-05-31",80631,"CO","Greeley","Weld","Greeley",1231,1272,-0.00391542678151919,-0.013953488372093,-0.0124223602484472,12127
"2017-05-31",33161,"FL","Miami-Fort Lauderdale","Miami-Dade","North Miami",1232,1831,-0.00217983651226158,-0.00758807588075881,-0.0239872068230277,13251
"2017-05-31",29412,"SC","Charleston","Charleston","Charleston",1233,1886,0.0101767541510445,0.0351262349066959,0.0795649685174585,15819
"2017-05-31",93291,"CA","Visalia","Tulare","Visalia",1234,1292,0.00232738557020946,0.00623052959501558,0.0173228346456693,14606
"2017-05-31",80011,"CO","Denver","Arapahoe","Aurora",1235,1701,0.000588235294117647,0.00235710076605775,0.028415961305925,11035
"2017-05-31",30809,"GA","Augusta","Columbia","Evans",1236,1453,-0.00206043956043956,-0.0054757015742642,-0.0287433155080214,13671
"2017-05-31",33165,"FL","Miami-Fort Lauderdale","Miami-Dade","University Park",1237,2254,0.000443852640923213,0.00311526479750779,-0.00265486725663717,16124
"2017-05-31",85713,"AZ","Tucson","Pima","Tucson",1238,905,0.00221483942414175,0.00332594235033259,0.00555555555555556,11644
"2017-05-31",28412,"NC","Wilmington","New Hanover","Wilmington",1239,1244,0.00728744939271255,0.0113821138211382,0.0298013245033113,14830
"2017-05-31",18104,"PA","Allentown","Lehigh","South Whitehall Township",1240,1491,0.00607287449392712,0.0087956698240866,-0.00732356857523302,15188
"2017-05-31",28562,"NC","New Bern","Craven","New Bern",1241,1120,0.00628930817610063,0.00900900900900901,0.00719424460431655,13081
"2017-05-31",92407,"CA","Riverside","San Bernardino","San Bernardino",1242,1589,0.00189155107187894,0.00633312222925903,0.0264857881136951,14214
"2017-05-31",34744,"FL","Orlando","Osceola","Kissimmee",1243,1367,0.00440852314474651,-0.000730994152046784,0.0178704393149665,14569
"2017-05-31",77089,"TX","Houston","Harris","Houston",1244,1493,-0.000669344042838019,0,-0.000669344042838019,14149
"2017-05-31",65201,"MO","Columbia","Boone","Columbia",1245,1094,-0.00182481751824818,0.0036697247706422,0.0253045923149016,8113
"2017-05-31",91304,"CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",1246,2851,0.00458069062720226,0.0102763997165131,0.0200357781753131,10540
"2017-05-31",50613,"IA","Waterloo","Black Hawk","Cedar Falls",1247,1280,0.0102604577742699,0.0126582278481013,-0.00389105058365759,15462
"2017-05-31",13601,"NY","Watertown","Jefferson","Town of Watertown",1248,1148,-0.00606060606060606,-0.00519930675909879,0.016829052258636,10188
"2017-05-31",95822,"CA","Sacramento","Sacramento","Sacramento",1249,1442,0.00278164116828929,0.0133520730850316,0.0472040668119099,13916
"2017-05-31",90043,"CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",1250,2533,0.00515873015873016,0.0144173007609131,0.0514736405147364,11127
"2017-05-31",77008,"TX","Houston","Harris","Houston",1251,2418,-0.00942236788201557,-0.0106382978723404,-0.0550996483001172,13452
"2017-05-31",92870,"CA","Los Angeles-Long Beach-Anaheim","Orange","Placentia",1252,2950,0.00067842605156038,0.00511073253833049,0.0558339298496779,13530
"2017-05-31",85383,"AZ","Phoenix","Maricopa","Peoria",1253,1895,-0.00733368255631221,-0.0211776859504132,0.0469613259668508,17770
"2017-05-31",94114,"CA","San Francisco","San Francisco","San Francisco",1254,5239,-0.0115094339622641,-0.0196482035928144,-0.0725792175606302,9700
"2017-05-31",33435,"FL","Miami-Fort Lauderdale","Palm Beach","Boynton Beach",1255,1522,-0.00131233595800525,-0.0019672131147541,0.0325644504748982,18163
"2017-05-31",96818,"HI","Urban Honolulu","Honolulu","Honolulu",1256,2054,0.000487092060399415,0.00587659157688541,-0.0153403643336529,9859
"2017-05-31",31061,"GA","Milledgeville","Baldwin","Milledgeville",1257,1051,-0.0159176029962547,-0.0037914691943128,-0.0223255813953488,9064
"2017-05-31",29407,"SC","Charleston","Charleston","Charleston",1258,1694,0.00118203309692671,0.00474495848161329,0.0858974358974359,12377
"2017-05-31",77088,"TX","Houston","Harris","Houston",1259,1289,0,0,0.00155400155400155,14872
"2017-05-31",44109,"OH","Cleveland","Cuyahoga","Cleveland",1260,848,-0.00117785630153121,-0.00352526439482961,-0.0162412993039443,12752
"2017-05-31",80231,"CO","Denver","Denver","Denver",1261,1841,-0.0010851871947911,0.00711159737417943,0.000543478260869565,8585
"2017-05-31",94010,"CA","San Francisco","San Mateo","Burlingame",1262,6001,0.000833889259506338,0.0207518285422691,-0.000998834692858332,12740
"2017-05-31",44203,"OH","Akron","Summit","Barberton",1263,832,0.0109356014580802,0.0196078431372549,-0.0269005847953216,15186
"2017-05-31",29803,"SC","Augusta","Aiken","Aiken",1264,1239,0.00568181818181818,-0.00241545893719807,0.0350877192982456,19385
"2017-05-31",63017,"MO","St. Louis","Saint Louis","Chesterfield",1265,2142,-0.012448132780083,-0.0237010027347311,-0.0119926199261993,15646
"2017-05-31",77339,"TX","Houston","Harris","Houston",1266,1613,-0.00247371675943105,-0.00677339901477833,-0.0306490384615385,12490
"2017-05-31",95124,"CA","San Jose","Santa Clara","San Jose",1267,3600,-0.000277700638711469,-0.00552486187845304,-0.0209409844982322,15566
"2017-05-31",68516,"NE","Lincoln","Lancaster","Lincoln",1268,1498,-0.00199866755496336,-0.0209150326797386,-0.049492385786802,13996
"2017-05-31",38109,"TN","Memphis","Shelby","Memphis",1269,679,0.00295420974889217,-0.00730994152046783,-0.0396039603960396,17946
"2017-05-31",8816,"NJ","New York","Middlesex","East Brunswick",1270,2298,0.00130718954248366,0.0101098901098901,0.0222419928825623,16149
"2017-05-31",33179,"FL","Miami-Fort Lauderdale","Miami-Dade","Ives Estates",1271,1590,-0.00500625782227785,-0.0160891089108911,-0.0386940749697703,19067
"2017-05-31",30034,"GA","Atlanta","Dekalb","Panthersville",1272,1057,0.00284629981024668,0.00666666666666667,0.0527888446215139,14714
"2017-05-31",98105,"WA","Seattle","King","Seattle",1273,2946,0.0148122631760248,0.0336842105263158,0.0193771626297578,8981
"2017-05-31",94590,"CA","Vallejo","Solano","Vallejo",1274,1779,0.00338409475465313,0.0119453924914676,0.0633592349073521,10503
"2017-05-31",98277,"WA","Oak Harbor","Island","Oak Harbor",1275,1513,0.0053156146179402,0.0127175368139224,0.087706685837527,13937
"2017-05-31",90022,"CA","Los Angeles-Long Beach-Anaheim","Los Angeles","East Los Angeles",1276,2189,0.00875576036866359,0.0257731958762887,0.076204523107178,8885
"2017-05-31",32224,"FL","Jacksonville","Duval","Jacksonville",1277,1583,0.000632111251580278,0.00892288081580625,0.0173521850899743,12680
"2017-05-31",55125,"MN","Minneapolis-St Paul","Washington","Woodbury",1278,1866,0.00810372771474878,0.0252747252747253,0.0395543175487465,15085
"2017-05-31",80220,"CO","Denver","Denver","Denver",1279,2222,0.00406687754179846,0.0104592996816735,0.0187987161852361,12709
"2017-05-31",78840,"TX","Del Rio","Val Verde","Del Rio",1280,1188,-0.00251889168765743,-0.00335570469798658,-0.0238290879211175,10039
"2017-05-31",23669,"VA","Virginia Beach","Hampton City","Hampton",1281,1242,0,0.00648298217179903,-0.00798722044728434,14557
"2017-05-31",97006,"OR","Portland","Washington","Beaverton",1282,1750,-0.00171135196805476,-0.0101809954751131,-0.00114155251141553,11365
"2017-05-31",13021,"NY","Auburn","Cayuga","Auburn",1283,1311,-0.00531107738998482,-0.00757002271006813,-0.0622317596566524,12262
"2017-05-31",37601,"TN","Johnson City","Washington","Johnson City",1284,918,-0.00325732899022801,-0.024442082890542,-0.0254777070063694,13186
"2017-05-31",92504,"CA","Riverside","Riverside","Riverside",1285,1761,0.00456360524814604,0.0114876507754164,0.0482142857142857,12716
"2017-05-31",19128,"PA","Philadelphia","Philadelphia","Philadelphia",1286,1554,-0.000643086816720257,0,-0.025705329153605,13079
"2017-05-31",65109,"MO","Jefferson City","Cole","Jefferson City",1287,901,0.00222469410456062,0.00222469410456062,0.0587544065804935,11479
"2017-05-31",43551,"OH","Toledo","Wood","Perrysburg",1288,1508,0.0189189189189189,0.0148048452220727,0.0223728813559322,13457
"2017-05-31",59101,"MT","Billings","Yellowstone","Billings",1289,1012,0.00396825396825397,0.00496524329692155,-0.0425733207190161,11900
"2017-05-31",55416,"MN","Minneapolis-St Paul","Hennepin","Saint Louis Park",1290,1802,0.00389972144846797,0.0198075834748161,0.0513418903150525,12311
"2017-05-31",90037,"CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",1291,2364,0.0089628681177977,0.0336685614341933,0.102097902097902,7129
"2017-05-31",47905,"IN","Lafayette-West Lafayette","Tippecanoe","Lafayette",1292,1174,-0.000851063829787234,0.0129421915444349,0.0750915750915751,12441
"2017-05-31",58104,"ND","Fargo","Cass","Fargo",1293,1588,-0.00625782227784731,-0.0161090458488228,-0.00563556668753913,7548
"2017-05-31",85041,"AZ","Phoenix","Maricopa","Phoenix",1294,1149,0.001743679163034,0.00349344978165939,0.0186170212765957,15860
